
   1.000353D+00  1.000000D+00  4.741546D+03  1.272671D+04  4.051211D-08  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256802D+00  1.045836D+02  2.332770D+14
   1.000322D+00  1.000000D+00  4.760514D+03  1.539450D+04  4.880974D-08  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256803D+00  1.045873D+02  2.810465D+14
   1.000290D+00  1.000000D+00  4.785066D+03  1.861997D+04  5.873409D-08  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256803D+00  1.045892D+02  3.381848D+14
   1.000259D+00  1.000000D+00  4.817739D+03  2.251570D+04  7.054150D-08  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256803D+00  1.045884D+02  4.061739D+14
   1.000227D+00  1.000000D+00  4.861460D+03  2.721245D+04  8.449001D-08  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256802D+00  1.045831D+02  4.865128D+14
   1.000195D+00  1.000000D+00  4.918326D+03  3.286182D+04  1.008509D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256801D+00  1.045712D+02  5.807892D+14
   1.000162D+00  1.000000D+00  4.991139D+03  3.964132D+04  1.198821D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256797D+00  1.045485D+02  6.905370D+14
   1.000130D+00  1.000000D+00  5.085358D+03  4.767648D+04  1.434271D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256791D+00  1.045073D+02  8.264855D+14
   1.000098D+00  1.000000D+00  5.205848D+03  5.729306D+04  1.683240D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256783D+00  1.044505D+02  9.704791D+14
   1.000065D+00  1.000000D+00  5.356994D+03  6.872414D+04  1.960793D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256773D+00  1.043835D+02  1.131229D+15
   1.000032D+00  1.000000D+00  5.545437D+03  8.204245D+04  2.262494D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256746D+00  1.041951D+02  1.307647D+15
   1.000000D+00  1.000000D+00  5.777525D+03  9.678335D+04  2.561442D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256690D+00  1.038137D+02  1.485869D+15
   9.999987D-01  1.000000D+00  5.788725D+03  9.744006D+04  2.573844D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256688D+00  1.037979D+02  1.493291D+15
   9.999973D-01  1.000000D+00  5.800020D+03  9.809694D+04  2.586170D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256686D+00  1.037811D+02  1.500684D+15
   9.999960D-01  1.000000D+00  5.811411D+03  9.875385D+04  2.598416D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256683D+00  1.037634D+02  1.508047D+15
   9.999947D-01  1.000000D+00  5.822897D+03  9.941065D+04  2.610576D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256680D+00  1.037448D+02  1.515377D+15
   9.999934D-01  1.000000D+00  5.834479D+03  1.000672D+05  2.622644D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256677D+00  1.037251D+02  1.522671D+15
   9.999920D-01  1.000000D+00  5.846158D+03  1.007234D+05  2.634613D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256674D+00  1.037043D+02  1.529927D+15
   9.999907D-01  1.000000D+00  5.857934D+03  1.013791D+05  2.646476D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256671D+00  1.036824D+02  1.537140D+15
   9.999895D-01  1.000000D+00  5.869808D+03  1.020341D+05  2.658222D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256668D+00  1.036594D+02  1.544305D+15
   9.999882D-01  1.000000D+00  5.881782D+03  1.026884D+05  2.669842D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256664D+00  1.036352D+02  1.551419D+15
   9.999869D-01  1.000000D+00  5.893854D+03  1.033418D+05  2.681322D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256660D+00  1.036096D+02  1.558473D+15
   9.999856D-01  1.000000D+00  5.906027D+03  1.039941D+05  2.692656D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256656D+00  1.035828D+02  1.565466D+15
   9.999843D-01  1.000000D+00  5.918301D+03  1.046452D+05  2.703839D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256652D+00  1.035547D+02  1.572396D+15
   9.999831D-01  1.000000D+00  5.930676D+03  1.052951D+05  2.714870D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256648D+00  1.035251D+02  1.579261D+15
   9.999818D-01  1.000000D+00  5.943154D+03  1.059435D+05  2.725746D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256643D+00  1.034940D+02  1.586064D+15
   9.999806D-01  1.000000D+00  5.955735D+03  1.065904D+05  2.736471D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256639D+00  1.034615D+02  1.592806D+15
   9.999794D-01  1.000000D+00  5.968420D+03  1.072356D+05  2.747047D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256634D+00  1.034273D+02  1.599489D+15
   9.999781D-01  1.000000D+00  5.981209D+03  1.078789D+05  2.757480D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256628D+00  1.033916D+02  1.606119D+15
   9.999769D-01  1.000000D+00  5.994103D+03  1.085204D+05  2.767779D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256623D+00  1.033542D+02  1.612702D+15
   9.999757D-01  1.000000D+00  6.007101D+03  1.091597D+05  2.777951D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256617D+00  1.033150D+02  1.619242D+15
   9.999745D-01  1.000000D+00  6.020205D+03  1.097969D+05  2.787983D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256611D+00  1.032741D+02  1.625734D+15
   9.999733D-01  1.000000D+00  6.033415D+03  1.104317D+05  2.797873D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256605D+00  1.032313D+02  1.632177D+15
   9.999721D-01  1.000000D+00  6.046731D+03  1.110640D+05  2.807617D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256598D+00  1.031866D+02  1.638571D+15
   9.999710D-01  1.000000D+00  6.060153D+03  1.116938D+05  2.817214D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256591D+00  1.031399D+02  1.644916D+15
   9.999698D-01  1.000000D+00  6.073683D+03  1.123209D+05  2.826662D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256584D+00  1.030912D+02  1.651212D+15
   9.999686D-01  1.000000D+00  6.087320D+03  1.129452D+05  2.835958D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256576D+00  1.030405D+02  1.657458D+15
   9.999675D-01  1.000000D+00  6.101065D+03  1.135666D+05  2.845099D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256568D+00  1.029876D+02  1.663655D+15
   9.999664D-01  1.000000D+00  6.114919D+03  1.141849D+05  2.854082D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256560D+00  1.029324D+02  1.669801D+15
   9.999652D-01  1.000000D+00  6.128882D+03  1.148001D+05  2.862903D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256552D+00  1.028751D+02  1.675897D+15
   9.999641D-01  1.000000D+00  6.142954D+03  1.154120D+05  2.871560D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256543D+00  1.028153D+02  1.681941D+15
   9.999630D-01  1.000000D+00  6.157136D+03  1.160206D+05  2.880049D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256533D+00  1.027532D+02  1.687932D+15
   9.999619D-01  1.000000D+00  6.171428D+03  1.166257D+05  2.888364D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256524D+00  1.026886D+02  1.693870D+15
   9.999608D-01  1.000000D+00  6.185831D+03  1.172273D+05  2.896503D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256514D+00  1.026215D+02  1.699754D+15
   9.999597D-01  1.000000D+00  6.200346D+03  1.178252D+05  2.904459D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256503D+00  1.025518D+02  1.705582D+15
   9.999587D-01  1.000000D+00  6.214972D+03  1.184195D+05  2.912230D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256492D+00  1.024795D+02  1.711352D+15
   9.999576D-01  1.000000D+00  6.229711D+03  1.190099D+05  2.919808D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256481D+00  1.024044D+02  1.717064D+15
   9.999565D-01  1.000000D+00  6.244562D+03  1.195965D+05  2.927190D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256469D+00  1.023265D+02  1.722715D+15
   9.999555D-01  1.000000D+00  6.259526D+03  1.201791D+05  2.934372D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256457D+00  1.022457D+02  1.728306D+15
   9.999545D-01  1.000000D+00  6.274604D+03  1.207577D+05  2.941368D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256444D+00  1.021621D+02  1.733845D+15
   9.999534D-01  1.000000D+00  6.289794D+03  1.213323D+05  2.948177D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256431D+00  1.020754D+02  1.739334D+15
   9.999524D-01  1.000000D+00  6.305098D+03  1.219027D+05  2.954799D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256418D+00  1.019857D+02  1.744775D+15
   9.999514D-01  1.000000D+00  6.320516D+03  1.224688D+05  2.961232D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256404D+00  1.018928D+02  1.750167D+15
   9.999504D-01  1.000000D+00  6.336047D+03  1.230308D+05  2.967478D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256389D+00  1.017968D+02  1.755513D+15
   9.999494D-01  1.000000D+00  6.351691D+03  1.235884D+05  2.973535D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256374D+00  1.017009D+02  1.760754D+15
   9.999485D-01  1.000000D+00  6.367448D+03  1.241417D+05  2.979404D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256363D+00  1.016247D+02  1.765553D+15
   9.999475D-01  1.000000D+00  6.383318D+03  1.246906D+05  2.985085D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256351D+00  1.015448D+02  1.770311D+15
   9.999465D-01  1.000000D+00  6.399300D+03  1.252351D+05  2.990577D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256338D+00  1.014611D+02  1.775032D+15
   9.999456D-01  1.000000D+00  6.415394D+03  1.257751D+05  2.995882D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256324D+00  1.013733D+02  1.779720D+15
   9.999447D-01  1.000000D+00  6.431598D+03  1.263105D+05  3.001000D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256310D+00  1.012814D+02  1.784378D+15
   9.999437D-01  1.000000D+00  6.447912D+03  1.268415D+05  3.005932D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256295D+00  1.011852D+02  1.789010D+15
   9.999428D-01  1.000000D+00  6.464334D+03  1.273679D+05  3.010678D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256280D+00  1.010844D+02  1.793621D+15
   9.999419D-01  1.000000D+00  6.480863D+03  1.278897D+05  3.015240D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256263D+00  1.009790D+02  1.798214D+15
   9.999410D-01  1.000000D+00  6.497497D+03  1.284069D+05  3.019620D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256246D+00  1.008688D+02  1.802793D+15
   9.999401D-01  1.000000D+00  6.514233D+03  1.289194D+05  3.023818D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256229D+00  1.007536D+02  1.807364D+15
   9.999392D-01  1.000000D+00  6.531069D+03  1.294273D+05  3.027839D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256210D+00  1.006334D+02  1.811930D+15
   9.999384D-01  1.000000D+00  6.548001D+03  1.299306D+05  3.031685D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256190D+00  1.005078D+02  1.816498D+15
   9.999375D-01  1.000000D+00  6.565027D+03  1.304292D+05  3.035357D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256170D+00  1.003769D+02  1.821070D+15
   9.999367D-01  1.000000D+00  6.582142D+03  1.309231D+05  3.038860D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256148D+00  1.002405D+02  1.825652D+15
   9.999358D-01  1.000000D+00  6.599341D+03  1.314124D+05  3.042195D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256126D+00  1.000986D+02  1.830248D+15
   9.999350D-01  1.000000D+00  6.616619D+03  1.318971D+05  3.045368D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256103D+00  9.995091D+01  1.834863D+15
   9.999342D-01  1.000000D+00  6.633971D+03  1.323771D+05  3.048381D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256078D+00  9.979750D+01  1.839502D+15
   9.999333D-01  1.000000D+00  6.651389D+03  1.328525D+05  3.051240D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256053D+00  9.963827D+01  1.844169D+15
   9.999325D-01  1.000000D+00  6.668868D+03  1.333233D+05  3.053948D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256027D+00  9.947318D+01  1.848870D+15
   9.999317D-01  1.000000D+00  6.686401D+03  1.337895D+05  3.056511D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.256000D+00  9.930219D+01  1.853607D+15
   9.999309D-01  1.000000D+00  6.703979D+03  1.342512D+05  3.058934D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255971D+00  9.912530D+01  1.858387D+15
   9.999302D-01  1.000000D+00  6.721595D+03  1.347085D+05  3.061222D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255942D+00  9.894251D+01  1.863213D+15
   9.999294D-01  1.000000D+00  6.739241D+03  1.351613D+05  3.063380D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255911D+00  9.875385D+01  1.868089D+15
   9.999286D-01  1.000000D+00  6.756909D+03  1.356097D+05  3.065416D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255880D+00  9.855936D+01  1.873019D+15
   9.999279D-01  1.000000D+00  6.774589D+03  1.360538D+05  3.067335D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255847D+00  9.835911D+01  1.878007D+15
   9.999271D-01  1.000000D+00  6.792274D+03  1.364936D+05  3.069145D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255814D+00  9.815317D+01  1.883058D+15
   9.999264D-01  1.000000D+00  6.809954D+03  1.369292D+05  3.070851D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255779D+00  9.794163D+01  1.888174D+15
   9.999256D-01  1.000000D+00  6.827622D+03  1.373607D+05  3.072459D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255743D+00  9.772460D+01  1.893358D+15
   9.999249D-01  1.000000D+00  6.845268D+03  1.377882D+05  3.073975D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255706D+00  9.750221D+01  1.898613D+15
   9.999242D-01  1.000000D+00  6.862886D+03  1.382116D+05  3.075406D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255669D+00  9.727460D+01  1.903941D+15
   9.999235D-01  1.000000D+00  6.880466D+03  1.386312D+05  3.076756D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255630D+00  9.704192D+01  1.909344D+15
   9.999183D-01  1.000000D+00  7.009895D+03  1.416564D+05  3.085008D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.255318D+00  9.521224D+01  1.951256D+15
   9.999131D-01  1.000000D+00  7.145194D+03  1.447477D+05  3.091613D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.254957D+00  9.318241D+01  1.998029D+15
   9.999077D-01  1.000000D+00  7.283327D+03  1.479064D+05  3.097923D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.254494D+00  9.069381D+01  2.057044D+15
   9.999023D-01  1.000000D+00  7.421663D+03  1.511340D+05  3.105073D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.253919D+00  8.778796D+01  2.130039D+15
   9.998967D-01  1.000000D+00  7.558241D+03  1.544321D+05  3.113796D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.253235D+00  8.455462D+01  2.217703D+15
   9.998910D-01  1.000000D+00  7.691744D+03  1.578021D+05  3.124585D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.252488D+00  8.128602D+01  2.314873D+15
   9.998853D-01  1.000000D+00  7.821374D+03  1.612457D+05  3.137650D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.251647D+00  7.788734D+01  2.425986D+15
   9.998794D-01  1.000000D+00  7.946713D+03  1.647644D+05  3.153116D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.250693D+00  7.435844D+01  2.553643D+15
   9.998734D-01  1.000000D+00  8.067599D+03  1.683599D+05  3.170938D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.249633D+00  7.078673D+01  2.697656D+15
   9.998674D-01  1.000000D+00  8.184043D+03  1.720339D+05  3.191098D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.248474D+00  6.725193D+01  2.857499D+15
   9.998612D-01  1.000000D+00  8.296163D+03  1.757881D+05  3.213477D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.247284D+00  6.396537D+01  3.025387D+15
   9.998550D-01  1.000000D+00  8.404134D+03  1.796241D+05  3.238018D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.246008D+00  6.077333D+01  3.208610D+15
   9.998487D-01  1.000000D+00  8.508172D+03  1.835439D+05  3.264585D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.244643D+00  5.768799D+01  3.407950D+15
   9.998423D-01  1.000000D+00  8.608498D+03  1.875493D+05  3.293106D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.243196D+00  5.473421D+01  3.623244D+15
   9.998358D-01  1.000000D+00  8.705343D+03  1.916420D+05  3.323489D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.241673D+00  5.192981D+01  3.854146D+15
   9.998292D-01  1.000000D+00  8.798924D+03  1.958240D+05  3.355620D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.240082D+00  4.928594D+01  4.100156D+15
   9.998226D-01  1.000000D+00  8.889448D+03  2.000973D+05  3.389472D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.238484D+00  4.688163D+01  4.353914D+15
   9.998159D-01  1.000000D+00  8.977117D+03  2.044639D+05  3.424955D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.236836D+00  4.463077D+01  4.621374D+15
   9.998091D-01  1.000000D+00  9.062111D+03  2.089257D+05  3.462012D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.235130D+00  4.251142D+01  4.904261D+15
   9.998022D-01  1.000000D+00  9.144603D+03  2.134850D+05  3.500628D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.233369D+00  4.052000D+01  5.202681D+15
   9.997953D-01  1.000000D+00  9.224753D+03  2.181437D+05  3.540731D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.231557D+00  3.865236D+01  5.516550D+15
   9.997883D-01  1.000000D+00  9.302706D+03  2.229040D+05  3.582278D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.229701D+00  3.690375D+01  5.845738D+15
   9.997812D-01  1.000000D+00  9.378598D+03  2.277683D+05  3.625276D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.227804D+00  3.526878D+01  6.190151D+15
   9.997740D-01  1.000000D+00  9.452554D+03  2.327387D+05  3.669680D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.225873D+00  3.374155D+01  6.549585D+15
   9.997668D-01  1.000000D+00  9.524692D+03  2.378175D+05  3.715452D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.223950D+00  3.234311D+01  6.917999D+15
   9.997596D-01  1.000000D+00  9.595119D+03  2.430072D+05  3.762609D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.222016D+00  3.104498D+01  7.298746D+15
   9.997522D-01  1.000000D+00  9.663938D+03  2.483102D+05  3.811134D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.220053D+00  2.982589D+01  7.695050D+15
   9.997448D-01  1.000000D+00  9.731242D+03  2.537288D+05  3.860999D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.218063D+00  2.868035D+01  8.107106D+15
   9.997373D-01  1.000000D+00  9.797117D+03  2.592657D+05  3.912197D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.216048D+00  2.760338D+01  8.535109D+15
   9.997298D-01  1.000000D+00  9.861644D+03  2.649235D+05  3.964756D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.214011D+00  2.659042D+01  8.979287D+15
   9.997222D-01  1.000000D+00  9.924898D+03  2.707047D+05  4.018662D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.211954D+00  2.563722D+01  9.439764D+15
   9.997146D-01  1.000000D+00  9.986951D+03  2.766120D+05  4.073906D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.209879D+00  2.473983D+01  9.916646D+15
   9.997069D-01  1.000000D+00  1.004787D+04  2.826483D+05  4.130498D-07  7.288076D-01  2.520013D-01  3.298929D-03  1.014337D-03  9.217953D-03  1.207789D+00  2.389455D+01  1.041008D+16
