1.0096	3.23488e-14
1.0197	4.62859e-14
1.0299	5.69631e-14
1.0402	6.59815e-14
1.0506	7.39479e-14
1.0611	8.11736e-14
1.07171	8.78368e-14
1.08243	9.40592e-14
1.09326	9.99185e-14
1.10419	1.05477e-13
1.11523	1.10777e-13
1.12638	1.15853e-13
1.13765	1.20736e-13
1.14902	1.2544e-13
1.16051	1.29991e-13
1.17212	1.34397e-13
1.18384	1.38675e-13
1.19568	1.42834e-13
1.20763	1.46883e-13
1.21971	1.50831e-13
1.23191	1.5468e-13
1.24423	1.58444e-13
1.25667	1.62123e-13
1.26924	1.65717e-13
1.28193	1.69245e-13
1.29475	1.72693e-13
1.3077	1.76074e-13
1.32077	1.7939e-13
1.33398	1.82643e-13
1.34732	1.85833e-13
1.36079	1.88966e-13
1.3744	1.92042e-13
1.38814	1.95061e-13
1.40203	1.98027e-13
1.41605	2.00941e-13
1.43021	2.038e-13
1.44451	2.06615e-13
1.45895	2.09376e-13
1.47354	2.1209e-13
1.48828	2.14762e-13
1.50316	2.17382e-13
1.51819	2.19958e-13
1.53338	2.22489e-13
1.54871	2.24977e-13
1.5642	2.27419e-13
1.57984	2.2982e-13
1.59564	2.32179e-13
1.61159	2.34493e-13
1.62771	2.36765e-13
1.64399	2.38993e-13
1.66043	2.41184e-13
1.67703	2.43337e-13
1.6938	2.45439e-13
1.71074	2.47511e-13
1.72785	2.49545e-13
1.74512	2.51526e-13
1.76258	2.53479e-13
1.7802	2.55384e-13
1.798	2.57256e-13
1.81598	2.59087e-13
1.83414	2.6088e-13
1.85248	2.62629e-13
1.87101	2.64346e-13
1.88972	2.66027e-13
1.90862	2.67661e-13
1.9277	2.69261e-13
1.94698	2.70827e-13
1.96645	2.72344e-13
1.98611	2.73834e-13
2.00598	2.75287e-13
2.02604	2.76688e-13
2.0463	2.78068e-13
2.06676	2.79398e-13
2.08743	2.807e-13
2.1083	2.81962e-13
2.12938	2.83187e-13
2.15068	2.84371e-13
2.17218	2.85524e-13
2.19391	2.86641e-13
2.21584	2.87718e-13
2.238	2.88761e-13
2.26038	2.89771e-13
2.28299	2.90734e-13
2.30582	2.91673e-13
2.32888	2.92567e-13
2.35216	2.93431e-13
2.37569	2.94266e-13
2.39944	2.95053e-13
2.42344	2.95813e-13
2.44767	2.96539e-13
2.47215	2.97228e-13
2.49687	2.97878e-13
2.52184	2.98499e-13
2.54706	2.99088e-13
2.57253	2.9964e-13
2.59825	3.00158e-13
2.62423	3.00651e-13
2.65048	3.01095e-13
2.67698	3.01522e-13
2.70375	3.01904e-13
2.73079	3.02261e-13
2.7581	3.02593e-13
2.78568	3.02878e-13
2.81354	3.0314e-13
2.84167	3.03371e-13
2.87009	3.03569e-13
2.89879	3.03733e-13
2.92778	3.03869e-13
2.95705	3.0398e-13
2.98662	3.04049e-13
3.01649	3.04102e-13
3.04666	3.04117e-13
3.07712	3.04107e-13
3.10789	3.04074e-13
3.13897	3.03998e-13
3.17036	3.03906e-13
3.20207	3.03787e-13
3.23409	3.03633e-13
3.26643	3.03457e-13
3.29909	3.03247e-13
3.33208	3.03024e-13
3.3654	3.02763e-13
3.39906	3.02479e-13
3.43305	3.02176e-13
3.46738	3.01834e-13
3.50205	3.01481e-13
3.53707	3.01093e-13
3.57244	3.00689e-13
3.60817	3.00263e-13
3.64425	2.99799e-13
3.68069	2.99328e-13
3.7175	2.98831e-13
3.75467	2.98305e-13
3.79222	2.97762e-13
3.83014	2.97189e-13
3.86844	2.96609e-13
3.90713	2.95998e-13
3.9462	2.95366e-13
3.98566	2.94715e-13
4.02552	2.94043e-13
4.06577	2.93357e-13
4.10643	2.92642e-13
4.1475	2.91916e-13
4.18897	2.91174e-13
4.23086	2.90397e-13
4.27317	2.89619e-13
4.3159	2.88821e-13
4.35906	2.87992e-13
4.40265	2.87162e-13
4.44668	2.86303e-13
4.49114	2.85432e-13
4.53605	2.84542e-13
4.58142	2.83645e-13
4.62723	2.82725e-13
4.6735	2.81791e-13
4.72024	2.80846e-13
4.76744	2.79873e-13
4.81511	2.78901e-13
4.86326	2.77915e-13
4.9119	2.76898e-13
4.96102	2.75882e-13
5.01063	2.74844e-13
5.06073	2.73798e-13
5.11134	2.72746e-13
5.16245	2.71669e-13
5.21408	2.70588e-13
5.26622	2.69488e-13
5.31888	2.68386e-13
5.37207	2.67265e-13
5.42579	2.66134e-13
5.48005	2.64999e-13
5.53485	2.63837e-13
5.5902	2.62682e-13
5.6461	2.61513e-13
5.70256	2.6032e-13
5.75959	2.59131e-13
5.81718	2.57921e-13
5.87535	2.56713e-13
5.93411	2.555e-13
5.99345	2.54265e-13
6.05338	2.53031e-13
6.11392	2.51783e-13
6.17506	2.50535e-13
6.23681	2.49267e-13
6.29917	2.48001e-13
6.36217	2.46729e-13
6.42579	2.45432e-13
6.49005	2.44147e-13
6.55495	2.42833e-13
6.6205	2.41535e-13
6.6867	2.40225e-13
6.75357	2.38897e-13
6.8211	2.37576e-13
6.88931	2.3625e-13
6.95821	2.34907e-13
7.02779	2.33569e-13
7.09807	2.3222e-13
7.16905	2.30873e-13
7.24074	2.2951e-13
7.31315	2.28151e-13
7.38628	2.26786e-13
7.46014	2.25404e-13
7.53474	2.24029e-13
7.61009	2.22631e-13
7.68619	2.21251e-13
7.76305	2.19864e-13
7.84068	2.18455e-13
7.91909	2.17062e-13
7.99828	2.15654e-13
8.07826	2.14254e-13
8.15905	2.12849e-13
8.24064	2.11438e-13
8.32304	2.10026e-13
8.40627	2.08609e-13
8.49034	2.0719e-13
8.57524	2.05754e-13
8.66099	2.04334e-13
8.7476	2.02904e-13
8.83508	2.01455e-13
8.92343	2.00026e-13
9.01266	1.98594e-13
9.10279	1.97141e-13
9.19382	1.95706e-13
9.28575	1.9426e-13
9.37861	1.9282e-13
9.4724	1.91379e-13
9.56712	1.89935e-13
9.66279	1.88491e-13
9.75942	1.87045e-13
9.85702	1.85596e-13
9.95559	1.84133e-13
10.0551	1.82686e-13
10.1557	1.81234e-13
10.2572	1.79762e-13
10.3598	1.78309e-13
10.4634	1.76858e-13
10.5681	1.7539e-13
10.6737	1.73938e-13
10.7805	1.7248e-13
10.8883	1.71028e-13
10.9972	1.69573e-13
11.1071	1.68121e-13
11.2182	1.66669e-13
11.3304	1.65218e-13
11.4437	1.63763e-13
11.5581	1.62302e-13
11.6737	1.60849e-13
11.7904	1.59395e-13
11.9083	1.57925e-13
12.0274	1.56471e-13
12.1477	1.55011e-13
12.2692	1.53562e-13
12.3919	1.52116e-13
12.5158	1.50668e-13
12.641	1.49227e-13
12.7674	1.47784e-13
12.895	1.4634e-13
13.024	1.44903e-13
13.1542	1.43465e-13
13.2858	1.42026e-13
13.4186	1.40583e-13
13.5528	1.39147e-13
13.6883	1.37713e-13
13.8252	1.36262e-13
13.9635	1.3483e-13
14.1031	1.33393e-13
14.2441	1.31967e-13
14.3866	1.30545e-13
14.5304	1.29125e-13
14.6758	1.27709e-13
14.8225	1.26294e-13
14.9707	1.24878e-13
15.1204	1.23468e-13
15.2716	1.2206e-13
15.4244	1.20651e-13
15.5786	1.19241e-13
15.7344	1.17838e-13
15.8917	1.16419e-13
16.0507	1.15021e-13
16.2112	1.13625e-13
16.3733	1.12225e-13
16.537	1.10835e-13
16.7024	1.09447e-13
16.8694	1.08066e-13
17.0381	1.06686e-13
17.2085	1.05309e-13
17.3806	1.03933e-13
17.5544	1.02561e-13
17.7299	1.01193e-13
17.9072	9.98247e-14
18.0863	9.84588e-14
18.2671	9.70968e-14
18.4498	9.57278e-14
18.6343	9.43741e-14
18.8207	9.30224e-14
19.0089	9.1672e-14
19.199	9.03286e-14
19.3909	8.89936e-14
19.5848	8.76583e-14
19.7807	8.63282e-14
19.9785	8.50033e-14
20.1783	8.36805e-14
20.3801	8.23672e-14
20.5839	8.10534e-14
20.7897	7.9745e-14
20.9976	7.84433e-14
21.2076	7.71449e-14
21.4197	7.5849e-14
21.6339	7.45639e-14
21.8502	7.32849e-14
22.0687	7.20105e-14
22.2894	7.07454e-14
22.5123	6.94895e-14
22.7374	6.8238e-14
22.9648	6.69946e-14
23.1944	6.576e-14
23.4264	6.45341e-14
23.6606	6.33155e-14
23.8972	6.21051e-14
24.1362	6.09057e-14
24.3776	5.9715e-14
24.6213	5.85335e-14
24.8676	5.73635e-14
25.1162	5.62032e-14
25.3674	5.50541e-14
25.6211	5.39177e-14
25.8773	5.2792e-14
26.1361	5.16797e-14
26.3974	5.05784e-14
26.6614	4.94894e-14
26.928	4.84145e-14
27.1973	4.7353e-14
27.4693	4.63046e-14
27.744	4.52692e-14
