1.73E-01	3.32E-10	1.77E-10	1.14E-10
1.77E-01	3.25E-10	1.73E-10	1.12E-10
1.81E-01	3.17E-10	1.69E-10	1.09E-10
1.85E-01	3.10E-10	1.65E-10	1.07E-10
1.90E-01	3.03E-10	1.61E-10	1.04E-10
1.94E-01	2.96E-10	1.57E-10	1.02E-10
1.99E-01	2.89E-10	1.54E-10	9.94E-11
2.03E-01	2.82E-10	1.50E-10	9.71E-11
2.08E-01	2.76E-10	1.47E-10	9.49E-11
2.13E-01	2.69E-10	1.43E-10	9.27E-11
2.18E-01	2.63E-10	1.40E-10	9.06E-11
2.23E-01	2.57E-10	1.37E-10	8.85E-11
2.28E-01	2.51E-10	1.34E-10	8.65E-11
2.34E-01	2.46E-10	1.31E-10	8.45E-11
2.39E-01	2.40E-10	1.28E-10	8.25E-11
2.45E-01	2.34E-10	1.25E-10	8.06E-11
2.51E-01	2.29E-10	1.22E-10	7.88E-11
2.57E-01	2.24E-10	1.19E-10	7.70E-11
2.63E-01	2.19E-10	1.16E-10	7.52E-11
2.69E-01	2.14E-10	1.14E-10	7.35E-11
2.75E-01	2.09E-10	1.11E-10	7.18E-11
2.82E-01	2.04E-10	1.08E-10	7.01E-11
2.88E-01	1.99E-10	1.06E-10	6.85E-11
2.95E-01	1.95E-10	1.04E-10	6.69E-11
3.02E-01	1.90E-10	1.01E-10	6.54E-11
3.09E-01	1.86E-10	9.88E-11	6.39E-11
3.16E-01	1.81E-10	9.66E-11	6.24E-11
3.20E-01	1.79E-10	9.55E-11	6.17E-11
3.24E-01	1.77E-10	9.44E-11	6.10E-11
3.27E-01	1.75E-10	9.33E-11	6.03E-11
3.31E-01	1.73E-10	9.22E-11	5.96E-11
3.35E-01	1.71E-10	9.11E-11	5.89E-11
3.39E-01	1.69E-10	9.01E-11	5.82E-11
3.43E-01	1.67E-10	8.90E-11	5.75E-11
3.47E-01	1.65E-10	8.80E-11	5.69E-11
3.51E-01	1.63E-10	8.70E-11	5.62E-11
3.55E-01	1.62E-10	8.60E-11	5.56E-11
3.59E-01	1.60E-10	8.50E-11	5.49E-11
3.64E-01	1.58E-10	8.40E-11	5.43E-11
3.68E-01	1.56E-10	8.30E-11	5.37E-11
3.72E-01	1.54E-10	8.21E-11	5.30E-11
3.76E-01	1.52E-10	8.11E-11	5.24E-11
3.81E-01	1.51E-10	8.02E-11	5.18E-11
3.85E-01	1.49E-10	7.92E-11	5.12E-11
3.90E-01	1.47E-10	7.83E-11	5.06E-11
3.94E-01	1.45E-10	7.74E-11	5.00E-11
3.99E-01	1.44E-10	7.65E-11	4.95E-11
4.04E-01	1.42E-10	7.56E-11	4.89E-11
4.08E-01	1.41E-10	7.48E-11	4.83E-11
4.13E-01	1.39E-10	7.39E-11	4.78E-11
4.18E-01	1.37E-10	7.31E-11	4.72E-11
4.23E-01	1.36E-10	7.22E-11	4.67E-11
4.28E-01	1.34E-10	7.14E-11	4.61E-11
4.33E-01	1.33E-10	7.05E-11	4.56E-11
4.38E-01	1.31E-10	6.97E-11	4.51E-11
4.43E-01	1.30E-10	6.89E-11	4.46E-11
4.48E-01	1.28E-10	6.81E-11	4.40E-11
4.53E-01	1.27E-10	6.73E-11	4.35E-11
4.59E-01	1.25E-10	6.66E-11	4.30E-11
4.64E-01	1.24E-10	6.58E-11	4.25E-11
4.70E-01	1.22E-10	6.50E-11	4.20E-11
4.75E-01	1.21E-10	6.43E-11	4.16E-11
4.81E-01	1.19E-10	6.35E-11	4.11E-11
4.86E-01	1.18E-10	6.28E-11	4.06E-11
4.92E-01	1.17E-10	6.21E-11	4.01E-11
4.98E-01	1.15E-10	6.14E-11	3.97E-11
5.04E-01	1.14E-10	6.07E-11	3.92E-11
5.09E-01	1.13E-10	5.99E-11	3.88E-11
5.15E-01	1.11E-10	5.93E-11	3.83E-11
5.21E-01	1.10E-10	5.86E-11	3.79E-11
5.27E-01	1.09E-10	5.79E-11	3.74E-11
5.34E-01	1.08E-10	5.72E-11	3.70E-11
5.40E-01	1.06E-10	5.66E-11	3.66E-11
5.46E-01	1.05E-10	5.59E-11	3.61E-11
5.53E-01	1.04E-10	5.53E-11	3.57E-11
5.59E-01	1.03E-10	5.46E-11	3.53E-11
5.66E-01	1.01E-10	5.40E-11	3.49E-11
5.72E-01	1.00E-10	5.34E-11	3.45E-11
5.79E-01	9.91E-11	5.28E-11	3.41E-11
5.86E-01	9.80E-11	5.21E-11	3.37E-11
5.93E-01	9.69E-11	5.15E-11	3.33E-11
5.99E-01	9.57E-11	5.09E-11	3.29E-11
6.06E-01	9.46E-11	5.04E-11	3.25E-11
6.14E-01	9.35E-11	4.98E-11	3.22E-11
6.21E-01	9.24E-11	4.92E-11	3.18E-11
6.28E-01	9.14E-11	4.86E-11	3.14E-11
6.35E-01	9.03E-11	4.81E-11	3.11E-11
6.43E-01	8.93E-11	4.75E-11	3.07E-11
6.50E-01	8.82E-11	4.70E-11	3.04E-11
6.58E-01	8.72E-11	4.64E-11	3.00E-11
6.66E-01	8.62E-11	4.59E-11	2.97E-11
6.73E-01	8.52E-11	4.53E-11	2.93E-11
6.81E-01	8.42E-11	4.48E-11	2.90E-11
6.89E-01	8.33E-11	4.43E-11	2.86E-11
6.97E-01	8.23E-11	4.38E-11	2.83E-11
7.05E-01	8.13E-11	4.33E-11	2.80E-11
7.14E-01	8.04E-11	4.28E-11	2.77E-11
7.22E-01	7.95E-11	4.23E-11	2.73E-11
7.31E-01	7.86E-11	4.18E-11	2.70E-11
