-3.50000000E+00	-5.46006E+00	-5.8845376E+00	-6.09475E+00	0.00000E+00
-3.48989899E+00	-5.48027E+00	-5.9047395E+00	-6.11495E+00	0.00000E+00
-3.47979798E+00	-5.50047E+00	-5.9249415E+00	-6.13515E+00	0.00000E+00
-3.46969697E+00	-5.52067E+00	-5.9451434E+00	-6.15535E+00	0.00000E+00
-3.45959596E+00	-5.54087E+00	-5.9653454E+00	-6.17556E+00	0.00000E+00
-3.44949495E+00	-5.56107E+00	-5.9855473E+00	-6.19576E+00	0.00000E+00
-3.43939394E+00	-5.58128E+00	-6.0057492E+00	-6.21596E+00	0.00000E+00
-3.42929293E+00	-5.60148E+00	-6.0259511E+00	-6.23616E+00	0.00000E+00
-3.41919192E+00	-5.62168E+00	-6.0461530E+00	-6.25636E+00	0.00000E+00
-3.40909091E+00	-5.64188E+00	-6.0663549E+00	-6.27657E+00	0.00000E+00
-3.39898990E+00	-5.66208E+00	-6.0865567E+00	-6.29677E+00	0.00000E+00
-3.38888889E+00	-5.68229E+00	-6.1067586E+00	-6.31697E+00	0.00000E+00
-3.37878788E+00	-5.70249E+00	-6.1269604E+00	-6.33717E+00	0.00000E+00
-3.36868687E+00	-5.72269E+00	-6.1471622E+00	-6.35737E+00	0.00000E+00
-3.35858586E+00	-5.74289E+00	-6.1673640E+00	-6.37757E+00	0.00000E+00
-3.34848485E+00	-5.76309E+00	-6.1875658E+00	-6.39778E+00	0.00000E+00
-3.33838384E+00	-5.78330E+00	-6.2077676E+00	-6.41798E+00	0.00000E+00
-3.32828283E+00	-5.80350E+00	-6.2279693E+00	-6.43818E+00	0.00000E+00
-3.31818182E+00	-5.82370E+00	-6.2481710E+00	-6.45838E+00	0.00000E+00
-3.30808081E+00	-5.84390E+00	-6.2683727E+00	-6.47858E+00	0.00000E+00
-3.29797980E+00	-5.86410E+00	-6.2885743E+00	-6.49878E+00	0.00000E+00
-3.28787879E+00	-5.88431E+00	-6.3087759E+00	-6.51899E+00	0.00000E+00
-3.27777778E+00	-5.90451E+00	-6.3289775E+00	-6.53919E+00	0.00000E+00
-3.26767677E+00	-5.92471E+00	-6.3491790E+00	-6.55939E+00	0.00000E+00
-3.25757576E+00	-5.94491E+00	-6.3693804E+00	-6.57959E+00	0.00000E+00
-3.24747475E+00	-5.96511E+00	-6.3895818E+00	-6.59979E+00	0.00000E+00
-3.23737374E+00	-5.98532E+00	-6.4097832E+00	-6.61999E+00	0.00000E+00
-3.22727273E+00	-6.00552E+00	-6.4299845E+00	-6.64019E+00	0.00000E+00
-3.21717172E+00	-6.02572E+00	-6.4501857E+00	-6.66040E+00	0.00000E+00
-3.20707071E+00	-6.04592E+00	-6.4703868E+00	-6.68060E+00	0.00000E+00
-3.19696970E+00	-6.06612E+00	-6.4905878E+00	-6.70080E+00	0.00000E+00
-3.18686869E+00	-6.08632E+00	-6.5107888E+00	-6.72100E+00	0.00000E+00
-3.17676768E+00	-6.10653E+00	-6.5309896E+00	-6.74120E+00	0.00000E+00
-3.16666667E+00	-6.12673E+00	-6.5511903E+00	-6.76140E+00	0.00000E+00
-3.15656566E+00	-6.14693E+00	-6.5713909E+00	-6.78160E+00	0.00000E+00
-3.14646465E+00	-6.16713E+00	-6.5915914E+00	-6.80180E+00	0.00000E+00
-3.13636364E+00	-6.18733E+00	-6.6117917E+00	-6.82200E+00	0.00000E+00
-3.12626263E+00	-6.20753E+00	-6.6319918E+00	-6.84220E+00	0.00000E+00
