0.100000E+01 0.542265E+34
0.100230E+01 0.544527E+34
0.100461E+01 0.546813E+34
0.100693E+01 0.549123E+34
0.100925E+01 0.551457E+34
0.101157E+01 0.553814E+34
0.101391E+01 0.556194E+34
0.101624E+01 0.558598E+34
0.101859E+01 0.561025E+34
0.102093E+01 0.563475E+34
0.102329E+01 0.565947E+34
0.102565E+01 0.568441E+34
0.102801E+01 0.570957E+34
0.103038E+01 0.573494E+34
0.103276E+01 0.576052E+34
0.103514E+01 0.578629E+34
0.103752E+01 0.581227E+34
0.103992E+01 0.583844E+34
0.104231E+01 0.586479E+34
0.104472E+01 0.589136E+34
0.104712E+01 0.591804E+34
0.104954E+01 0.594493E+34
0.105196E+01 0.587963E+34
0.105438E+01 0.590124E+34
0.105681E+01 0.592298E+34
0.105925E+01 0.594483E+34
0.106169E+01 0.596680E+34
0.106414E+01 0.598892E+34
0.106659E+01 0.601117E+34
0.106905E+01 0.603356E+34
0.107151E+01 0.605609E+34
0.107398E+01 0.607878E+34
0.107646E+01 0.610163E+34
0.107894E+01 0.612463E+34
0.108143E+01 0.614780E+34
0.108392E+01 0.617116E+34
0.108642E+01 0.619470E+34
0.108893E+01 0.621843E+34
0.109144E+01 0.624235E+34
0.109395E+01 0.626647E+34
0.109647E+01 0.629082E+34
0.109900E+01 0.631539E+34
0.110153E+01 0.634018E+34
0.110407E+01 0.636520E+34
0.110662E+01 0.639048E+34
0.110917E+01 0.641601E+34
0.111173E+01 0.644180E+34
0.111429E+01 0.646786E+34
0.111686E+01 0.649419E+34
0.111943E+01 0.652083E+34
0.112201E+01 0.654775E+34
0.112460E+01 0.657498E+34
0.112719E+01 0.660252E+34
0.112979E+01 0.663038E+34
0.113240E+01 0.665856E+34
0.113501E+01 0.668709E+34
0.113762E+01 0.671595E+34
0.114024E+01 0.674515E+34
0.114287E+01 0.677471E+34
0.114551E+01 0.680462E+34
0.114815E+01 0.683489E+34
0.115080E+01 0.686552E+34
0.115345E+01 0.689653E+34
0.115611E+01 0.692789E+34
0.115877E+01 0.695964E+34
0.116144E+01 0.699175E+34
0.116412E+01 0.702423E+34
0.116680E+01 0.705708E+34
0.116949E+01 0.709031E+34
0.117219E+01 0.712389E+34
0.117489E+01 0.715784E+34
0.117760E+01 0.719215E+34
0.118032E+01 0.722684E+34
0.118304E+01 0.726185E+34
0.118576E+01 0.729721E+34
0.118850E+01 0.733291E+34
0.119124E+01 0.736895E+34
0.119398E+01 0.740531E+34
0.119674E+01 0.744200E+34
0.119949E+01 0.747900E+34
0.120226E+01 0.751631E+34
0.120503E+01 0.755391E+34
0.120781E+01 0.759181E+34
0.121059E+01 0.762999E+34
0.121338E+01 0.766843E+34
0.121618E+01 0.755809E+34
0.121898E+01 0.758823E+34
0.122179E+01 0.761855E+34
0.122461E+01 0.764905E+34
0.122743E+01 0.767977E+34
0.123026E+01 0.771065E+34
0.123310E+01 0.774176E+34
0.123594E+01 0.777310E+34
0.123879E+01 0.780463E+34
0.124165E+01 0.783640E+34
0.124451E+01 0.786841E+34
0.124738E+01 0.790069E+34
0.125025E+01 0.793321E+34
0.125314E+01 0.796600E+34
0.125602E+01 0.799909E+34
0.125892E+01 0.803249E+34
0.126182E+01 0.806618E+34
0.126473E+01 0.810020E+34
0.126765E+01 0.813454E+34
0.127057E+01 0.816925E+34
0.127350E+01 0.820434E+34
0.127643E+01 0.823979E+34
0.127938E+01 0.827562E+34
0.128233E+01 0.831192E+34
0.128528E+01 0.834858E+34
0.128824E+01 0.838568E+34
0.129121E+01 0.842325E+34
0.129419E+01 0.846127E+34
0.129717E+01 0.849976E+34
0.130016E+01 0.853871E+34
0.130316E+01 0.857818E+34
0.130617E+01 0.861817E+34
0.130918E+01 0.865866E+34
0.131219E+01 0.869963E+34
0.131522E+01 0.874119E+34
0.131825E+01 0.878325E+34
0.132129E+01 0.882588E+34
0.132434E+01 0.886898E+34
0.132739E+01 0.891268E+34
0.133045E+01 0.895691E+34
0.133352E+01 0.900168E+34
0.133659E+01 0.904701E+34
0.133967E+01 0.909288E+34
0.134276E+01 0.913928E+34
0.134586E+01 0.918622E+34
0.134896E+01 0.923370E+34
0.135207E+01 0.928170E+34
0.135518E+01 0.933024E+34
0.135831E+01 0.937928E+34
0.136144E+01 0.942885E+34
0.136458E+01 0.947890E+34
0.136772E+01 0.952945E+34
0.137088E+01 0.958050E+34
0.137404E+01 0.963206E+34
0.137720E+01 0.968403E+34
0.138038E+01 0.973646E+34
0.138356E+01 0.978934E+34
0.138675E+01 0.984268E+34
0.138995E+01 0.989645E+34
0.139315E+01 0.995063E+34
0.139636E+01 0.100052E+35
